"Codart","Nomart","Pcosto","Pventa","Exiact","Pricon","Segcon","Difer","Status","Sustiti","Observa","Procesado"
HY-199,Empaque cabezote accent verna1.5 doch mental/onnur,6.24,13.5,98.0,98.0,0.0,0.0,C,"22311-26602","",S
HY-200,Empaque cabezote new verna 07/mobis,10.5,22.4,0.0,0.0,0.0,0.0,N,"22311-26603",,N
HY-201,Empaque cabezote new verna 07 metal/onnuri,6.58,10.64,2.0,0.0,0.0,0.0,N,"22311-26603",,N
HY-202,Tapa v�lvula verna/mobis,32.14,68.58,0.0,0.0,0.0,0.0,N,"22410-26610",,N
HY-203,Empaque tapa v�lvula getz verna/mobis,5.32,8.6,63.0,63.0,0.0,0.0,C,"22441-26003","",S
HY-204,Rines std. verna matrix doch 1.6/mobis,40.53,65.02,0.0,0.0,0.0,0.0,N,"23040-26101",,N
HY-205,Rines std verna 1.6/1.1/1.2/mobis,45.39,74.14,0.0,0.0,0.0,0.0,N,"23040-26160",,N
HY-206,Rines +10 verna 1.5 / npr,22.98,35.66,0.0,0.0,0.0,0.0,N,"23040-26902",,N
HY-207,Pi��n cigue�al verna/mobis,2.44,5.22,0.0,0.0,0.0,0.0,N,"23121-26000",,N
HY-208,Pistones std unid verna getz/matrix doch 06/1.6/mb,8.94,15.2,4.0,6.0,6.0,0.0,N,"23410-26500","",S
HY-209,Pistones std unid. verna 1.5/75.5 /mobis,8.7,14.79,6.0,6.0,0.0,0.0,C,"23410-26612","",S
HY-210,Bomba agua atoz/mobis,29.07,47.48,0.0,0.0,0.0,0.0,N,"25100-02501",,N
HY-211,Bomba agua verna getz excite/mobis,30.21,64.45,0.0,0.0,0.0,0.0,N,"25100-26902",,N
HY-212,Radiador getz 1.6/mobis,81.91,139.26,0.0,0.0,0.0,0.0,N,"25310-1C000",,N
HY-213,Radiador verna gran.alterno/threestar,73.43,124.82,2.0,2.0,0.0,0.0,C,"25310-25151","",S
HY-214,Motor electroventilador comp. verna/mobis,48.28,121.0,0.0,0.0,0.0,0.0,N,"25380-25000",,N
HY-215,Motor electroventilador comp.verna/alterno,27.42,44.79,0.0,0.0,0.0,0.0,N,"25380-25000",,N
HY-216,Manguera radiador superior verna/mobis,3.22,8.0,0.0,0.0,0.0,0.0,N,"25411-25100",,N
HY-217,Manguera by pass corta verna/mobis,1.6,3.99,-2.0,0.0,0.0,0.0,N,"25472-26001",,N
HY-218,Tapa termostato doble verna/mobis,3.53,5.99,0.0,0.0,0.0,0.0,N,"25611-26100",,N
HY-219,Toma/ducto agua largo atoz/mobis,10.53,16.11,25.0,25.0,0.0,0.0,C,"25622-02501","",S
HY-220,Jgo. cable buj�as atoz pride2000/mobis,16.08,24.81,0.0,0.0,0.0,0.0,N,"27501-02H00",,N
HY-221,Jgo. cable buj�as accent 1.5/mobis,17.44,28.49,38.0,0.0,0.0,0.0,N,"27501-22C00",,N
HY-222,Sensor flujo aire accet/mobis,173.25,282.98,0.0,0.0,0.0,0.0,N,"28164-22060",,N
HY-223,Sensor flujo aire verna/mobis,95.78,156.43,1.0,1.0,0.0,0.0,C,"28164-22610","",S
HY-224,Sensor paso aire verna/mobis,19.76,32.27,0.0,0.0,0.0,0.0,N,"28910-22040",,N
HY-225,Bomba gasolina verna getz matrix cartucho/mobis,52.98,90.07,0.0,0.0,0.0,0.0,N,"31111-25000",,N
HY-226,Bomba gasolina verna getz matrix cartucho/bosh,42.53,69.46,0.0,0.0,0.0,0.0,N,"31111-25000",,N
HY-227,Canister verna /mobis,15.48,26.32,0.0,0.0,0.0,0.0,N,"31240-25000",,N
HY-228,Sensor velocidad icc atoz/mobis,32.88,60.87,38.0,38.0,0.0,0.0,C,"35150-02600","",S
HY-229,Sensor velocidad accent/mobis,131.64,280.83,4.0,4.0,0.0,0.0,C,"35150-22000","",S
HY-230,"Sensor velocidad isc verna,matrix, rio /mobis",31.38,66.94,13.0,13.0,0.0,0.0,C,"35150-22600","",S
HY-231,"Horquilla embrague accent,verna99-05/mobis",3.98,7.78,0.0,0.0,0.0,0.0,N,"41430-22652",,N
HY-232,Horquilla embrague new accent verna 06/mobis,4.12,6.66,40.0,40.0,0.0,0.0,C,"41430-23000","",S
HY-233,Cilindro principal embrague getz/mobis,13.52,28.83,0.0,0.0,0.0,0.0,N,"41610-1C000",,N
HY-234,Ret�n semi eje verna/mobis,1.06,2.64,0.0,0.0,0.0,0.0,N,"43119-28002",,N
HY-235,Sincronizados 1 y 2 verna getz/mobis,12.72,31.6,0.0,0.0,0.0,0.0,N,"43350-28501",,N
HY-236,Base palanca cambio atoz/mobis,2.72,4.16,255.0,255.0,0.0,0.0,C,"43750-02010","",S
HY-237,Horquilla 1 y 2 accent 1.5 /mobis,2.67,6.7,1.0,1.0,0.0,0.0,C,"43841-28001","",S
HY-238,Guardapolvo homocin�tica todos hy. /mobis,1.95,4.16,0.0,0.0,0.0,0.0,N,"49542-24000",,N
HY-239,Manzana rda. dela. accent verna 06/mobis,45.39,70.44,0.0,0.0,0.0,0.0,N,"51750-25000",,N
HY-240,Rotula superior new accent 06/mobis,8.96,23.02,0.0,0.0,0.0,0.0,N,"51760-1G000",,N
HY-241,Manzana rda. post. atoz / mobis,36.15,61.46,0.0,0.0,0.0,0.0,N,"52710-02500",,N
HY-242,Manzana rda. post. atoz alterna/x2hub,22.76,38.68,1.0,1.0,0.0,0.0,C,"52710-02500","",S
HY-243,Manzana rda. post.verna 99-05/mobis,56.66,87.92,0.0,0.0,0.0,0.0,N,"52710-25101",,N
HY-244,Manzana rda. post.verna 99-05 alterna/x2hub,29.49,48.17,0.0,0.0,0.0,0.0,N,"52710-25101",,N
HY-245,Buje mesa dela. der. caucho accent/onnuri,1.88,4.0,0.0,0.0,0.0,0.0,N,"54556-22000",,N
HY-246,Perno regulador mesa post.verna/mobis,0.96,1.63,0.0,0.0,0.0,0.0,N,"55230-22000",,N
HY-247,Espiral post. accent 94-97 /mobis,9.27,22.5,8.0,8.0,0.0,0.0,C,"55330-22000","",S
HY-248,Espiral post. accent 98/mobis,10.74,22.91,0.0,0.0,0.0,0.0,N,"55330-22550",,N
HY-249,Espiral post.verna 99-05/mobis,13.83,34.2,0.0,0.0,0.0,0.0,N,"55330-25000",,N
HY-250,Tope amortiguador post. atoz /mobis,1.42,3.5,0.0,0.0,0.0,0.0,N,"55340-02100",,N
HY-251,Espiral post. atoz /mobis,6.95,14.75,0.0,0.0,0.0,0.0,N,"55350-02000",,N
HY-252,Boc�n puente post. gra. atoz/mobis,3.38,5.64,0.0,0.0,0.0,0.0,N,"55541-02000",,N
HY-253,Bocin puente post. gra. atoz /onnuri,2.47,3.79,2.0,2.0,0.0,0.0,C,"55541-02000","",S
HY-254,Terminal barra estab. post. verna/yulim,2.44,5.22,78.0,80.0,80.0,0.0,N,"55830-25000","",S
HY-255,Banda direcci�n hidra�lica verna/mobis,3.39,5.6,0.0,0.0,0.0,0.0,N,"57231-29100",,N
HY-256,Articulaci�n direcci�n getz/mobis,17.03,28.48,0.0,0.0,0.0,0.0,N,"57755-1C000",,N
HY-257,Articulaci�n direcci�n getz alterno/ctr,6.96,14.85,0.0,0.0,0.0,0.0,N,"57755-1C000",,N
HY-258,Vinchas mordaza verna/mobis,0.6,0.98,0.0,0.0,0.0,0.0,N,"58144-32000",,N
HY-259,Reparaci�n cilindro rda.post.verna 99-05/mobis,1.53,3.26,0.0,0.0,0.0,0.0,N,"58301-25A00",,N
HY-260,Reparaci�n cilindro maestro freno verna99-05/mobis,5.52,14.19,0.0,0.0,0.0,0.0,N,"58510-24A00",,N
HY-261,Bomba freno verna 99-05/mobis,44.54,75.71,0.0,0.0,0.0,0.0,N,"58510-25000",,N
HY-262,Guardapolvo guardafango izq. verna 03/mobis,6.72,10.98,1.0,1.0,0.0,0.0,C,"86811-25500","",S
HY-263,Guardapolvo guardafango der.verna 03/ mobis,6.72,10.98,0.0,0.0,0.0,0.0,N,"86812-25500",,N
HY-264,Boya tanque gasolina verna 03/mobis,9.44,15.24,0.0,0.0,0.0,0.0,N,"94460-25010",,N
HY-265,Sensor trompo temperatura verna/mobis,3.08,6.56,0.0,0.0,0.0,0.0,N,"94650-32520",,N
HY-266,Flasher relay verna 99-05/mobis,5.56,9.09,0.0,0.0,0.0,0.0,N,"95550-36000",,N
HY-267,Pluma limpia parabrisas atos/mobis,3.44,5.55,84.0,84.0,0.0,0.0,C,"98360-02000","",S
HY-268,Motor limpia parabrisas accent verna99-05/mobis,5.25,12.2,89.0,89.0,0.0,0.0,C,"98510-25000","",S
HY-269,Cilindro auxiliar embra. accet verna getz 1.6/mb,12.7,26.85,0.0,0.0,0.0,0.0,N,"41710-22660",,N
HY-270,Cable embrague atos 98/2000 /mobis,0.0,14.82,2.0,0.0,0.0,0.0,N,"41510-02000",,N
HY-271,Alternador 80A verna alterno mire,52.89,112.83,0.0,0.0,0.0,0.0,N,"37300-22600",,N
HY-272,"Banda alternador atos prime, alterna gates",2.78,4.72,0.0,0.0,0.0,0.0,N,"25212-02500",,N
HY-273,Filtro aire atos mobis,4.32,7.34,0.0,0.0,0.0,0.0,N,"28113-02510",,N
HY-274,Plato embrague verna 1600/04 mobis,27.69,59.07,1.0,1.0,0.0,0.0,C,"41300-22150","",S
HY-275,Banda alternador atos prime mobis,5.37,9.13,0.0,0.0,0.0,0.0,N,"25212-02500",,N
HY-276,Banda dist. 127 dntes lanos alterna gates,13.31,22.62,0.0,0.0,0.0,0.0,N,"96103128",,N
HY-277,"Bomba agua atos, picanto mobis",29.36,49.9,0.0,0.0,0.0,0.0,N,"25100-02566",,N
HY-278,Buje media luna cremallera verna,0.72,1.8,6.0,0.0,0.0,0.0,N,"56534-24000",,N
HY-279,Cables selector marcha getz,18.76,31.9,0.0,0.0,0.0,0.0,N,"43794-1C000",,N
HY-280,Disco freno verna alterno KGC,16.42,35.04,3.0,0.0,0.0,0.0,N,"51712-25011",,N
HY-281,Disco freno verna mobis,29.49,62.53,1.0,1.0,0.0,0.0,C,"51712-25011","",S
HY-282,Filtro gasolina matriz mobis,12.01,25.63,1.0,0.0,1.0,0.0,C,"31112-17000","",S
HY-283,Flasher relay verna mobis (95550-39000),4.38,11.3,0.0,0.0,0.0,0.0,N,"95550-36000",,N
HY-284,Mesa suspensi�n comple. der. verna alterna Samyung,24.66,41.92,0.0,0.0,0.0,0.0,N,"54500-25000",,N
HY-285,Mesa suspensi�n compl. izq. verna alterna Samyung,24.66,41.92,0.0,0.0,0.0,0.0,N,"54501-25000",,N
HY-286,Punta eje ara�a dela. der.verna mobis,37.04,62.96,0.0,0.0,0.0,0.0,N,"51716-25000",,N
HY-287,Punta eje ara�a dela. izq. verna mobis,37.04,62.96,0.0,0.0,0.0,0.0,N,"51715-25000",,N
HY-288,Punta eje ara�a post.izq. verna mobis,44.64,75.89,0.0,0.0,0.0,0.0,N,"52750-25000",,N
HY-289,Radiador Getz 1600 alterno,47.76,103.5,2.0,2.0,0.0,0.0,C,"25310-1C000","",S
HY-290,Reloj veloc�metro verna mobis,20.52,51.0,28.0,28.0,0.0,0.0,C,"94160-25000","",S
HY-291,Ret�n cigue�al dela. verna,2.42,6.0,0.0,1.0,1.0,0.0,N,"21421-22020","",S
HY-292,Brazo biela verna mobis,12.03,25.66,0.0,0.0,0.0,0.0,N,"23510-22202",,N
HY-293,Rulim�n punta eje accent / mobis,9.21,14.88,3.0,3.0,0.0,0.0,C,"51720-21100","",S
HY-294,Servofreno accent,76.0,129.21,0.0,0.0,0.0,0.0,N,"59111-22000",,N
HY-295,Pi��n cigue�al atos mobis,3.0,9.35,4.0,4.0,0.0,0.0,C,"23120-02570","",S
HY-296,Tapa depurador susp. new accent mobis,5.88,9.0,14.0,14.0,0.0,0.0,C,"28111-1G200","",S
HY-297,Pist�n std. Jgo. (grueso) verna 1.6 alterno AE,39.56,67.24,2.0,0.0,6.0,0.0,N,"23410-26111","",S
HY-298,Reparaci�n cilindro rueda post. Atos moderno,6.8,10.98,4.0,4.0,0.0,0.0,C,"58301-02A10","",S
HY-299,Filtro aceite hyundai todos mobis,2.4,5.12,4.0,1.0,1.0,0.0,N,"26300-35503","",S
HY-300,"Disco embrague 1.6 verna, mobis",41.32,70.25,0.0,0.0,0.0,0.0,N,"41100-28021",,N
HY-301,"Terminal estab.izq. new accent, mobis",7.8,13.26,0.0,0.0,0.0,0.0,N,"54830-1E000",,N
HY-302,"Terminal estab.der. new accent, mobis",6.7,14.3,0.0,0.0,0.0,0.0,N,"54840-1E000",,N
HY-303,Base c/c post. matrix/mobis,7.96,21.0,37.0,37.0,0.0,0.0,C,"21930-17000","",S
HY-304,Empaque cabezote verna 1.5 asbesti/autox,2.78,5.92,4.0,4.0,0.0,0.0,C,"22311-26602","",S
HY-305,"Vibrador accent,verna/ mobis",0.68,1.62,1.0,0.0,0.0,0.0,N,"24431-26000",,N
HY-306,Jgo. cable bujias accent 1.5/syc,8.36,17.82,47.0,47.0,0.0,0.0,C,"27501-22C00","",S
HY-307,Multiple admision verna/mobis,76.86,163.97,19.0,19.0,0.0,0.0,C,"28310-26653","",S
HY-308,"Malla del filtro gasolina matrix,getx/mobis",3.27,8.05,18.0,18.0,0.0,0.0,C,"31090-17000","",S
HY-309,Filtro gasolina elantra 03-06/mobis,3.82,9.5,4.0,4.0,0.0,0.0,C,"31112-2D000","",S
HY-310,Bomba gasolina verna/daewha,30.63,65.34,48.0,48.0,0.0,0.0,C,"31123-25000","",S
HY-311,Filtro gasolina atos/onnuri,2.94,6.27,3.0,3.0,0.0,0.0,C,"31911-02100","",S
HY-312,Sensor isc atos/ kefico,25.05,53.44,17.0,17.0,0.0,0.0,C,"35150-026000","",S
HY-313,Sensor temperatura accent/sanshim,2.1,4.48,10.0,10.0,0.0,0.0,C,"39220-22010","",S
HY-314,"Sensor temperatura largo verna, getz/inzi",5.01,10.69,0.0,0.0,0.0,0.0,N,"39230-26600",,N
HY-315,"Sensor barra levas accent, verna/mobis",25.83,55.1,1.0,1.0,0.0,0.0,C,"39350-22040","",S
HY-316,Cable embrague atos pride 01-06/SYC,4.32,9.22,0.0,0.0,0.0,0.0,N,"41510-02010",,N
HY-317,"Reten semi eje verna,getz,matrix/mobis",1.92,4.8,0.0,0.0,0.0,0.0,N,"43119-28020",,N
HY-318,Guardapolvo homocinetica hynday todos/non-gen,1.29,3.05,0.0,0.0,0.0,0.0,N,"49542-24000",,N
HY-319,"Bocin plato suspension grande matrix,getz/mobis",3.22,6.88,0.0,0.0,0.0,0.0,N,"54584-17000",,N
HY-320,"Bocin plato suspension grande matrix,getz/non",2.6,5.9,0.0,4.0,4.0,0.0,N,"54584-17000","",S
HY-321,Base amortiguador dela.matrix. elantra/mobis,10.83,23.1,0.0,0.0,0.0,0.0,N,"54610-17200",,N
HY-322,Puente dela. verna/mobis,126.19,269.22,5.0,0.0,5.0,0.0,C,"62410-25000","",S
HY-323,Manija pta. interior izq.accent99/samshim,0.55,1.25,70.0,80.0,70.0,0.0,C,"82610-22001LG","",S
HY-324,X-X-X-X-X-X--X-X-X-X,1.17,2.5,0.0,0.0,0.0,0.0,N,X-X-X-X-X--X-XX,,N
HY-325,Manija interior abre pta. izq.verna/063/samshin,1.4,3.5,238.0,218.0,218.0,0.0,N,"82610-25000","",S
HY-326,x-x-x-x-x-x-x-x-x-x,1.17,2.85,0.0,0.0,0.0,0.0,N,x-x-x-x-x-x-,,N
HY-327,Manija pta.interior der. accent 99/y.a.,0.63,1.38,0.0,0.0,0.0,0.0,N,"82620-22001LG",,N
HY-328,Manija interior abre pta. der. verna03/sanshim,1.4,3.5,1.0,1.0,0.0,0.0,C,"82620-25000",da�ado,S
HY-329,"Trompo retro verna, matrix/non",2.5,5.34,0.0,0.0,0.0,0.0,N,"93860-39001",,N
JCBI-001,Jgo. cable buj�as izumi fiat uno epdm,3.9,8.84,0.0,1.0,1.0,0.0,N,FIAT-E,"",S
JCBI-002,Jgo. cable buj�a izumi fiat uno silicon,5.49,12.44,0.0,0.0,0.0,0.0,N,Fiat-S,,N
JCBI-003,"Jgo. cable buj�a izumi lada,fiat epdm",4.05,8.27,30.0,29.0,29.0,0.0,N,Lada-E,"",S
JCBI-004,Jgo. cable buj�as izumi lada silicon,5.67,12.85,0.0,0.0,0.0,0.0,N,Lada-S,,N
JCBI-005,"Jgo. cable buj�as izumi d-max 2.4, isuzu 2.2 silic",7.8,17.68,0.0,0.0,0.0,0.0,N,GM SC-G94,,N
JCBI-006,Jgo. cable buj�a izumi corsa todos silicon,7.5,17.0,3.0,3.0,0.0,0.0,C,GM SC-G73,"",S
JCBI-007,Jgo. cable buj�as izumi forza II silicon,6.6,12.57,129.0,119.0,129.0,0.0,C,"33700-60B30","",S
JCBI-008,"Jgo. cable buj�as izumi vitara 5p, swif silicon",8.1,18.36,0.0,0.0,0.0,0.0,N,"33700-71C10",,N
JCBI-009,"Jgo. cable buj�as izumi luv 2.3,trooper, silicon",7.65,15.61,96.0,112.0,96.0,0.0,C,"8-94120-546-0","",S
JCC-101,Jgo. pistones lada 79 mm Std. (1600),19.38,31.0,0.0,0.0,0.0,0.0,C,,"",S
JCC-102,Jgo. pistones lada 79.4m +20 (1600),24.38,35.1,9.0,9.0,0.0,0.0,C,,"",S
JCC-103,Jgo. pistones lada 79.6M +30 (1600),15.62,25.0,0.0,0.0,0.0,0.0,N,,,N
JCC-104,Jgo. pistones lada 79.8M +40 (1600),15.62,25.0,0.0,0.0,0.0,0.0,N,,,N
JCC-105,Jgo. pistones lada 80.0M +50 (1600),15.62,39.0,0.0,0.0,0.0,0.0,N,,,N
JCC-106,Jgo. pistones lada 80.2 +60 (1600),15.62,39.0,0.0,0.0,0.0,0.0,N,,,N
JCC-107,Jgo. pistones 76MM STD (1200),18.12,29.0,0.0,0.0,0.0,0.0,N,,,N
JCC-107-1,Juego pistones 76MM (1200) +10,17.5,28.0,0.0,0.0,0.0,0.0,N,,,N
JCC-108,Jgo. pistones lada 76.4 + 20,24.38,35.1,13.0,13.0,0.0,0.0,C,,"",S
JCC-109,Jgo. pistones lada 1.200 +20,0.0,28.0,0.0,0.0,0.0,0.0,N,,,N
JH-007,Junta homocinetica toyota tercel,14.38,20.0,1.0,0.0,2.0,0.0,N,,"",S
JHI-001,Junta homo Izumi fiat uno (22x20x48.1),10.09,21.7,2.0,0.0,0.0,0.0,N,FI-001,"",S
JHI-002,Junta homo Izumi fav-fel-forman 1.3 /22x22x45,10.44,21.9,121.0,121.0,0.0,0.0,C,SO-001,"",S
JHI-003,Junta homo Izumi hyundai (25X22X50),9.98,21.7,1.0,1.0,0.0,0.0,C,MI-001,"",S
JHI-004,Junta homo Izumi samara 2110-12-15/22x22x50,10.48,21.7,46.0,46.0,0.0,0.0,C,LD-001,"",S
JHI-005,Junta homo Izumi forza I   (23x19x44),10.28,21.7,0.0,0.0,0.0,0.0,C,SK-022,"",S
JHI-006,Junta homo Izumi forza II 89/96 (23x19x49),10.24,21.7,0.0,0.0,0.0,0.0,C,SK-024,"",S
JHI-007,Junta homo Izumi swift/suzuki 86 (23x22x49),10.25,21.7,38.0,38.0,238.0,0.0,N,SK-030,"",S
JHI-008,Junta homo Izumi steem 1.3/1.5 (25x21x49),9.98,21.7,0.0,0.0,0.0,0.0,C,SK-801,"",S
JHI-009,Junta homo Izumi nissan almera 1.6 87/90/25x22x52.,13.31,21.5,3.0,3.0,0.0,0.0,C,NI-011,"",S
JHI-010,Junta homo Izumi  racer 1.5 92/02 (22x29x55.8),11.82,21.5,0.0,0.0,0.0,0.0,C,OP-006,"",S
JHI-011,Junta homo Izumi daewoo tico96/04 (23x19x44),10.47,21.7,80.0,80.0,0.0,0.0,C,OP-010,"",S
JHI-012,Junta homo Izumi matiz chv.spark (23x19x46),9.98,21.7,0.0,0.0,0.0,0.0,C,OP-011,"",S
JHI-013,Junta homo Izumi daewoo cielo 4veloc.(22x22x52),13.31,21.5,2.0,2.0,0.0,0.0,C,OP-805,"",S
JHI-014,Junta homo Izumi mazda 323 kia rio (24x22x52),9.98,21.7,5.0,4.0,4.0,0.0,N,MZ-001,"",S
JHI-015,"Junta homo Izumi festiva,picanto 90/93 (24x20x52)",9.98,21.7,0.0,0.0,0.0,0.0,C,MZ-023,"",S
JHI-016,Junta homo Izumi vitara 3y5 ptas. (26x22x48),10.62,21.7,103.0,103.0,0.0,0.0,C,SK-025,"",S
JHI-017,Junta homo Izumi gemini 1.5/1.3 izq.(22x21x50),10.64,21.7,69.0,69.0,0.0,0.0,C,GM-006,"",S
JHI-018,Junta homo Izumi gemini 1.5/1.3 der.(22x22x50),10.62,21.7,53.0,48.0,48.0,0.0,N,GM-004,"",S
JHI-019,Junta homo Iizumi tercel/corola/corona 26x23x56,11.68,21.5,0.0,0.0,0.0,0.0,N,TO-001,,N
JHI-020,Junta homo Izumi corsa 1.6 daewoo espero 22x28x52.,10.28,21.7,54.0,53.0,53.0,0.0,N,OP-004,"",S
JHI-021,Junta hom Izumi corsa1.3/1.4 90-92 / 22x22x52.2,10.27,21.7,0.0,0.0,0.0,0.0,C,OP-002,"",S
JHI-022,Junta homo Izumi trooper 2.0 rodeo 2.2 (17x23x53),12.0,23.8,8.0,8.0,0.0,0.0,C,IZ-032,"",S
JHI-023,Junta homo Izumi hyundai sonata cordia (25x25x50),9.98,21.7,0.0,0.0,0.0,0.0,C,MI-004,"",S
JHI-024,Junta homo Izumi hyundai atoz 1.0 98/05 (25x19x50),10.53,21.7,208.0,208.0,0.0,0.0,C,HY-801,"",S
JHI-025,Junta homo Izumi corsa evolution1.8 00-04/22x30x52,10.34,21.7,231.0,231.0,0.0,0.0,C,OP-803,"",S
JHI-026,Junta homo Izumi mit.lancer 90/94 matrix/25x30x50,10.08,21.7,0.0,0.0,0.0,0.0,C,MI-013,"",S
JHI-027,Junta homo Izumi monza 1.8/2.0 82-02 /33x25x52,10.15,21.7,0.0,0.0,0.0,0.0,C,OP-003,"",S
JHI-028,Junta homo Izumi daihatsu rocky 91 (24x19x52),12.01,21.5,33.0,33.0,0.0,0.0,C,DA-804,"",S
JHI-029,Junta homo Izumi mazda 323 1.6/1.8 (26x28x56),10.8,21.7,0.0,0.0,0.0,0.0,C,MZ-036,"",S
JHI-030,"Junta homo Izumi monza 1.8,super racer2.0/33x29x52",10.9,23.8,18.0,18.0,0.0,0.0,C,OP-005,"",S
JHI-031,Junta homo Izumi mitsub lancer elantra (25x23x50),9.98,21.7,1.0,0.0,2.0,0.0,N,MI-006,"",S
JHI-032,Junta homo Izumi ford escort 1.8 (26x28x56),11.37,21.5,0.0,0.0,0.0,0.0,N,FD-106,,N
JHI-033,Junta homo Izumi steem 1.6 98-00 /25x20x 49,10.68,21.7,0.0,4.0,4.0,0.0,N,SK-802,"",S
JHI-034,Junta homo Izumi honda civic 1.3/1.5 84/87 (23x22x,10.3,21.7,9.0,9.0,0.0,0.0,C,HO-003,"",S
JHI-035,Junta homo Izumi fiat 127 (20X20X43.10),9.98,21.7,0.0,0.0,0.0,0.0,C,FI-003,"",S
JHI-036,Junta homo interna nissan sentra (25x24x40),13.68,29.9,7.0,7.0,0.0,0.0,C,NI-545,"",S
JHI-037,Junta homo interna toyota corolla 1.6 (23x23x34),15.96,29.7,36.0,36.0,0.0,0.0,C,TO-502,"",S
JHI-038,Junta homo interna swift der hembra (26x22x40),13.34,28.2,26.0,26.0,0.0,0.0,C,SK-516,"",S
JHI-039,Junta homo interna swift izq. macho(26x22x38),14.66,28.2,0.0,0.0,0.0,0.0,N,SK-701,,N
JHI-040,Junta homo interna daewoo matiz (22x19x35),11.91,24.5,271.0,271.0,0.0,0.0,C,OP-501,"",S
JHI-041,Junta homo interna monza ( 34x22x35),17.34,36.8,21.0,17.0,17.0,0.0,N,OP-701,"",S
JHI-042,Junta homo interna corsa 1.6 (22x28x34.95),16.92,36.8,0.0,0.0,0.0,0.0,C,OP-705,"",S
JHI-043,Junta homo interna monza 1.8/aska2000 (34x25x35),16.97,36.8,6.0,0.0,0.0,0.0,N,OP-704,"",S
JHI-044,Junta homo Izumi pink up 74/80 Amazon 84/7(22x30x5,11.64,21.5,25.0,25.0,0.0,0.0,C,VW-001,"",S
JHI-045,Junta homo Izumi volks. amazon 84/87 (22x30x51),11.65,21.5,85.0,85.0,0.0,0.0,C,VW-010,"",S
JHI-046,Junta homo interna mazda 323 (24x21x35),14.04,32.7,46.0,46.0,0.0,0.0,C,MZ-520,"",S
JHI-047,Junta homo Izumi nissan sentra 2.0l(25x32x52.2 abs,10.36,21.7,0.0,0.0,0.0,0.0,N,NI-052,,N
JHI-048,Junta homo Izumi volks vento skoda octavia(36x30x5,10.38,21.9,23.0,23.0,0.0,0.0,C,VW-804,"",S
JHI-049,Junta homo Izumi mazda 94/95/ford fest.kia /24x19x,11.86,21.5,29.0,29.0,0.0,0.0,C,MZ-024,"",S
JHI-050,Junta homo Iizumi toyo. tercel 91 rav 3pt/26x22x56,10.95,21.5,41.0,41.0,0.0,0.0,C,TO-029,"",S
JHI-051,Junta homo Izumi mazda 323 1.6/1.8-2002/24X21X52,11.24,21.7,89.0,79.0,79.0,0.0,N,MZ-004,"",S
JHI-052,Junta homo Izumi subaru leone 4wd 79/84(30x23x52,14.19,21.5,0.0,0.0,0.0,0.0,N,SB-002,,N
JHI-053,Junta homo Izumi celica 86/89 corol1.3/1.6 (26x24x,11.84,21.5,0.0,0.0,0.0,0.0,N,TO-002,,N
JHI-054,Junta homo Izumi golf93/95 jeta 4 cil.(22x3,10.01,21.7,0.0,0.0,0.0,0.0,C,VW-020,"",S
JHI-055,Junta homo interna skoda fel.95/97 (22x22x40),14.44,32.7,0.0,0.0,0.0,0.0,N,SO-701,,N
JHI-056,Junta homo interna skoda fel.98 (22x30x40),13.68,32.7,8.0,8.0,0.0,0.0,C,SO-702,"",S
JHI-057,Junta homo interna hyundai todos (25x22x35),13.29,28.2,0.0,0.0,0.0,0.0,C,MI-501,"",S
JHI-058,Junta homo interna mazda 323 nacional(24x22x35),13.02,28.2,20.0,20.0,0.0,0.0,C,MZ-507,"",S
JHI-059,Junta homo interna niva der. (22x22x40),16.92,36.8,16.0,16.0,0.0,0.0,C,LD-701,"",S
JHI-060,Junta homo interna niva izq. (22x22x40),18.0,34.7,0.0,0.0,0.0,0.0,N,LD-702,,N
JHI-061,Junta homo interna maza 323 1.5 (24x22x35),14.04,32.7,32.0,32.0,0.0,0.0,C,MZ-501,"",S
JHI-062,Junta homo interna forza II (22x19x35),13.96,32.7,0.0,0.0,0.0,0.0,C,SK-702,"",S
JHI-063,Junta homo interna forza I(22x19x25.5),13.45,28.2,0.0,0.0,0.0,0.0,N,SK-503,,N
JHI-064,Junta homo interna gemini der. /34x22x35,15.26,29.7,27.0,27.0,0.0,0.0,C,GM-510,"",S
JHI-065,Junta homo interna gemini izq. /34x21x35,16.95,29.9,32.0,32.0,0.0,0.0,C,GM-710,"",S
JHI-066,Junta homo interna ford festiva kia 90/93(22x20x35,14.0,32.7,0.0,0.0,0.0,0.0,C,MZ-513,"",S
JHI-067,Junta homo interna ford festiva kia 94(22x19x35),13.93,32.7,64.0,64.0,0.0,0.0,C,MZ-514,"",S
JHI-068,Junta homo interna mazda camio.b2600 4*4 87/92(26x,17.92,33.72,1.0,1.0,0.0,0.0,C,MZ-531,"",S
JHI-069,Junta homo interna mazda camio b2.6 4X4 87/92(26x,15.42,33.7,1.0,1.0,0.0,0.0,C,MZ-532,"",S
JHI-070,Junta homo interna chev corsa 1.3/1.4/daewoo racer,16.92,36.8,2.0,0.0,0.0,0.0,N,OP-701F2,"",S
JHI-071,Junta homo interna steem der./macho 89/94(22x,13.89,32.7,52.0,56.0,52.0,0.0,C,SK-510,"",S
